mSupply Row ID,Item code,Item name,PQSVaccineID,VaccineType,VaccineTypeName,Manufacturer,CommercialName,PharmaceuticalForm,Presentation,DosesCount,ShelfLife,VaccinePreservative,AdministrationRoute,VaccineStorageTemperature,PrequalificationStatus,VaccineVialMonitor,MultidoseVialPolicy,VaccinePrimaryVolume,VaccineSecondaryVolume,VaccineTertiaryVolume,DiluentBundled,DiluentPrimaryVolume,DiluentSecondaryVolume,DiluentTertiaryVolume,FreezeSensitive,DiluentStorageTemperature,AlAdjuvant,Nbre doses dans calendrier,Prix du flacon ($/flacon),UNICEF PS
68,☆ DTwP-V-10-S3,DTwP (whole cell) - vial - 10 doses - [S3],94,Diphtheria-Tetanus-Pertussis (whole cell),DTwP,Sanofi Pasteur SA,DT COQ,Liquid: ready to use,Vial,10,36,thiomersal,Intramuscular,2-8°C,Current,none,28,0.024600,0.024600,0.024600,0,0.000000,0.000000,0.000000,,NA,,3,$1.97,0.197
65,☆ DTwP-A-1-S3,DTwP (whole cell) - ampoule - 1 dose - [S3],124,Diphtheria-Tetanus-Pertussis (whole cell),DTwP,Serum Institute of India Pvt. Ltd.,Diphtheria-Tetanus-Pertussis Vaccine Adsorbed,Liquid: ready to use,Ampoule,1,24,thiomersal,Intramuscular,2-8°C,Current,none,NA,0.012180,0.012180,0.065600,0,0.000000,0.000000,0.000000,,NA,,3,#N/A,#N/A
69,☆ DTwP-V-10-S3,DTwP (whole cell) - vial - 10 doses - [S3],125,Diphtheria-Tetanus-Pertussis (whole cell),DTwP,Serum Institute of India Pvt. Ltd.,Diphtheria-Tetanus-Pertussis Vaccine Adsorbed,Liquid: ready to use,Vial,10,24,thiomersal,Intramuscular,2-8°C,Current,14,28,0.021100,0.021100,0.098400,0,0.000000,0.000000,0.000000,Yes,NA,Yes,3,$1.97,0.197
71,☆ DTwP-V-20-S3,DTwP (whole cell) - vial - 20 doses - [S3],126,Diphtheria-Tetanus-Pertussis (whole cell),DTwP,Serum Institute of India Pvt. Ltd.,Diphtheria-Tetanus-Pertussis Vaccine Adsorbed,Liquid: ready to use,Vial,20,24,thiomersal,Intramuscular,2-8°C,Current,14,28,0.042400,0.042400,0.196800,0,0.000000,0.000000,0.000000,,NA,,3,$3.13,0.157
73,☆ DTwP-H-V-10-S3,DTwP-HepB - vial - 10 doses - [S3],11,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B,DTwP-HepB,PT Bio Farma (Persero),DTP - Hep B 10,Liquid: ready to use,Vial,10,24,thiomersal,Intramuscular or Subcutaneous,2-8°C,Current,14,28,0.021000,0.021000,0.021000,0,0.000000,0.000000,0.000000,,NA,,3,$7.25,0.725
76,☆ DTwP-H-V-5-S3,DTwP-HepB - vial - 5 doses - [S3],10,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B,DTwP-HepB,PT Bio Farma (Persero),DTP - Hep B 5,Liquid: ready to use,Vial,5,24,thiomersal,Intramuscular or Subcutaneous,2-8°C,Current,14,28,0.021000,0.021000,0.021000,0,0.000000,0.000000,0.000000,,NA,,3,#N/A,#N/A
72,☆ DTwP-H-A-1-S3,DTwP-HepB - ampoule - 1 dose - [S3],127,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B,DTwP-HepB,Serum Institute of India Pvt. Ltd.,"Diphtheria ,Tetanus, Pertussis and Hepatitis B Vaccine Adsorbed",Liquid: ready to use,Ampoule,1,24,thiomersal,Intramuscular,2-8°C,Current,none,NA,0.012180,0.012180,0.065600,0,0.000000,0.000000,0.000000,,NA,,3,$ -,0
74,☆ DTwP-H-V-10-S3,DTwP-HepB - vial - 10 doses - [S3],128,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B,DTwP-HepB,Serum Institute of India Pvt. Ltd.,"Diphtheria ,Tetanus, Pertussis and Hepatitis B Vaccine Adsorbed",Liquid: ready to use,Vial,10,24,thiomersal,Intramuscular,2-8°C,Current,14,28,0.021100,0.021100,0.098400,0,0.000000,0.000000,0.000000,,NA,,3,$7.25,0.725
75,☆ DTwP-H-V-20-S3,DTwP-HepB - vial - 20 doses - [S3],129,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B,DTwP-HepB,Serum Institute of India Pvt. Ltd.,"Diphtheria ,Tetanus, Pertussis and Hepatitis B Vaccine Adsorbed",Liquid: ready to use,Vial,20,24,thiomersal,Intramuscular,2-8°C,Current,14,28,0.042400,0.042400,0.196800,0,0.000000,0.000000,0.000000,,NA,,3,#N/A,#N/A
81,☆ DTwP-H-H-V-1-S3,DTwP-HepB+Hib - vial - 1 dose - [S3],274,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB-Hib,Biological E. Limited,None used on labelling for supply through UN agencies. Also marketed with labelled commercial name ComBE Five (Liquid).,Liquid: ready to use,Vial,1,30,thiomersal,Intramuscular,2-8°C,Current,14,NA,0.014700,0.014700,0.093080,0,0.000000,0.000000,0.000000,,NA,,3,$1.13,1.13
90,☆ DTwP-H-H-V-2-S3,DTwP-HepB+Hib - vial - 2 doses - [S3],288,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB-Hib,Biological E. Limited,None used on labelling for supply through UN agencies. Also marketed with labelled commercial name ComBE Five (Liquid).,Liquid: ready to use,Vial,2,30,thiomersal,Intramuscular,2-8°C,Current,14,28,0.014600,0.014600,0.093080,0,0.000000,0.000000,0.000000,,NA,,3,$3.88,1.94
91,☆ DTwP-H-H-V-5-S3,DTwP-HepB+Hib - vial - 5 dose - [S3],287,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB-Hib,Biological E. Limited,None used on labelling for supply through UN agencies. Also marketed with labelled commercial name ComBE Five (Liquid).,Liquid: ready to use,Vial,5,30,thiomersal,Intramuscular,2-8°C,Current,14,28,0.014500,0.014500,0.093100,0,0.000000,0.000000,0.000000,,NA,,3,$9.18,1.836
86,☆ DTwP-H-H-V-10-S3,DTwP-HepB+Hib - vial - 10 doses - [S3],275,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB-Hib,Biological E. Limited,None used on labelling for supply through UN agencies. Also marketed with labelled commercial name ComBE Five (Liquid).,Liquid: ready to use,Vial,10,30,thiomersal,Intramuscular,2-8°C,Current,14,28,0.029000,0.029000,0.211300,0,0.000000,0.000000,0.000000,,NA,,3,$7.80,0.78
77,☆ DTwP-H-H-V-1-S3,DTwP-HepB+Hib - vial - 1 dose - [S3],6,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB-Hib,Janssen Vaccines Corp.,Quinvaxem,Liquid: ready to use,Vial,1,36,thiomersal (trace),Intramuscular,2-8°C,Current,14,NA,0.010300,0.010300,0.054320,0,0.000000,0.000000,0.000000,Yes,NA,Yes,3,$1.13,1.13
82,☆ DTwP-H-H-V-1-S3,DTwP-HepB+Hib - vial - 1 dose - [S3],304,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB-Hib,LG Chem Ltd,Eupenta,Liquid: ready to use,Vial,1,36,thiomersal,Intramuscular,2-8°C,Current,14,NA,0.014530,0.014530,0.075130,0,0.000000,0.000000,0.000000,,NA,,3,$1.13,1.13
87,☆ DTwP-H-H-V-10-S3,DTwP-HepB+Hib - vial - 10 doses - [S3],305,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB-Hib,LG Chem Ltd,Eupenta,Liquid: ready to use,Vial,10,36,thiomersal,Intramuscular,2-8°C,Current,14,28,0.029000,0.029000,0.167000,0,0.000000,0.000000,0.000000,,NA,,3,$7.80,0.78
80,☆ DTwP-H-H-V-1-S3,DTwP-HepB+Hib - vial - 1 dose - [S3],270,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB-Hib,Panacea Biotec Ltd.,Easyfive-TT,Liquid: ready to use,Vial,1,36,thiomersal,Intramuscular,2-8°C,Current,14,NA,0.015300,0.015300,0.083120,0,0.000000,0.000000,0.000000,,NA,,3,$1.13,1.13
83,☆ DTwP-H-H-V-10-S3,DTwP-HepB+Hib - vial - 10 doses - [S3],87,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB-Hib,Panacea Biotec Ltd.,Easyfive-TT,Liquid: ready to use,Vial,10,36,thiomersal,Intramuscular,2-8°C,Current,14,28,0.032000,0.032000,0.166500,0,0.000000,0.000000,0.000000,,NA,,3,$7.80,0.78
92,☆ DTwP-H-H-V-5-S3,DTwP-HepB+Hib - vial - 5 dose - [S3],308,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB-Hib,PT Bio Farma (Persero),Pentabio,Liquid: ready to use,Vial,5,24,thiomersal,Intramuscular,2-8°C,Current,14,28,0.040000,0.040000,0.165750,0,0.000000,0.000000,0.000000,,NA,,3,$9.18,1.836
88,☆ DTwP-H-H-V-10-S3,DTwP-HepB+Hib - vial - 10 doses - [S3],309,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB-Hib,PT Bio Farma (Persero),Pentabio,Liquid: ready to use,Vial,10,24,thiomersal,Intramuscular,2-8°C,Current,14,28,0.040000,0.040000,0.165800,0,0.000000,0.000000,0.000000,,NA,,3,$7.80,0.78
79,☆ DTwP-H-H-V-1-S3,DTwP-HepB+Hib - vial - 1 dose - [S3],223,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB-Hib,Serum Institute of India Pvt. Ltd.,"Diphtheria, Tetanus, Pertussis, Hepatitis B and Haemophilus influenzae type b Conjugate Vaccine Adsorbed",Liquid: ready to use,Vial,1,24,thiomersal,Intramuscular,2-8°C,Current,14,NA,0.014060,0.014060,0.077600,0,0.000000,0.000000,0.000000,Yes,NA,Yes,3,$1.13,1.13
89,☆ DTwP-H-H-V-2-S3,DTwP-HepB+Hib - vial - 2 doses - [S3],224,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB-Hib,Serum Institute of India Pvt. Ltd.,"Diphtheria, Tetanus, Pertussis, Hepatitis B and Haemophilus influenzae type b Conjugate Vaccine Adsorbed",Liquid: ready to use,Vial,2,24,thiomersal,Intramuscular,2-8°C,Current,14,28,0.017580,0.017580,0.086400,0,0.000000,0.000000,0.000000,,NA,,3,$3.88,1.94
85,☆ DTwP-H-H-V-10-S3,DTwP-HepB+Hib - vial - 10 doses - [S3],225,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB-Hib,Serum Institute of India Pvt. Ltd.,"Diphtheria, Tetanus, Pertussis, Hepatitis B and Haemophilus influenzae type b Conjugate Vaccine Adsorbed",Liquid: ready to use,Vial,10,24,thiomersal,Intramuscular,2-8°C,Current,14,28,0.021100,0.021100,0.098400,0,0.000000,0.000000,0.000000,,NA,,3,$7.80,0.78
78,☆ DTwP-H-H-V-1-S3,DTwP-HepB+Hib - vial - 1 dose - [S3],162,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB-Hib,Shantha Biotechnics Private Limited (A Sanofi Company),Shan-5,Liquid: ready to use,Vial,1,24,thiomersal,Intramuscular,2-8°C,Current,14,NA,0.016800,0.016800,0.063950,0,0.000000,0.000000,0.000000,,NA,,3,$1.13,1.13
84,☆ DTwP-H-H-V-10-S3,DTwP-HepB+Hib - vial - 10 doses - [S3],163,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB-Hib,Shantha Biotechnics Private Limited (A Sanofi Company),Shan-5,Liquid: ready to use,Vial,10,24,thiomersal,Intramuscular,2-8°C,Current,14,28,0.044000,0.044000,0.171500,0,0.000000,0.000000,0.000000,,NA,,3,$7.80,0.78
93,☆ DTwP-H-H-I-V-1-S3,DTwP-HepB+Hib-IPV - vial - 1 dose - [S3],,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB-Hib-IPV,Sanofi Healthcare India Private Limited,Shan6,Liquid: ready to use,Vial,1,30,thiomersal,Intramuscular,2-8°C,Current,11,NA,0.011090,0.011090,0.062270,0,0.000000,0.000000,0.000000,,NA,,3,,0
94,☆ DTwP-H-H-I-V-5-S3,DTwP-HepB+Hib-IPV - vial - 5 doses - [S3],,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB-Hib-IPV,Sanofi Healthcare India Private Limited,Shan6,Liquid: ready to use,Vial,5,30,thiomersal,Intramuscular,2-8°C,Current,11,28,0.015200,0.015200,0.103800,0,0.000000,0.000000,0.000000,,NA,,3,,0
96,☆ DTwP-H-H-2VSAA-1-S3,DTwP-HepB+Hib - two vial set (active + active) - 1 dose - [S3],247,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB+Hib,Biological E. Limited,None used on labelling for supply through UN agencies. Also marketed with labelled commercial name ComBE Five (Reconstituted).,Lyophilised active component to be reconstituted with liquid active component before use,Two vial set (active + active),1,24,thiomersal,Intramuscular,2-8°C,Current,14,NA,0.058700,0.058700,0.058700,Yes,0.000000,0.000000,0.000000,,NA,,3,$2.83,2.828
98,☆ DTwP-H-H-2VSAA-10-S3,DTwP-HepB+Hib - two vial set (active + active) - 10 doses - [S3],248,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB+Hib,Biological E. Limited,None used on labelling for supply through UN agencies. Also marketed with labelled commercial name ComBE Five (Reconstituted).,Lyophilised active component to be reconstituted with liquid active component before use,Two vial set (active + active),10,24,thiomersal,Intramuscular,2-8°C,Current,14,0,0.075000,0.075000,0.075000,Yes,0.000000,0.000000,0.000000,,NA,,3,$17.30,1.73
95,☆ DTwP-H-H-2VSAA-1-S3,DTwP-HepB+Hib - two vial set (active + active) - 1 dose - [S3],55,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB+Hib,GlaxoSmithKline Biologicals SA,Tritanrix HB+Hib,Lyophilised active component to be reconstituted with excipient diluent before use,Two vial set (active + active),1,36,thiomersal,Intramuscular,2-8°C,Current,14,NA,0.014540,0.014540,0.014540,Yes,0.000000,0.000000,0.000000,,NA,,3,$2.83,2.828
99,☆ DTwP-H-H-2VSAA-2-S3,DTwP-HepB+Hib - two vial set (active + active) - 2 doses - [S3],56,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB+Hib,GlaxoSmithKline Biologicals SA,Tritanrix HB+Hib,Lyophilised active component to be reconstituted with liquid active component before use,Two vial set (active + active),2,36,thiomersal,Intramuscular,2-8°C,Current,14,0,0.014540,0.014540,0.014540,0,0.000000,0.000000,0.000000,,NA,,3,$3.90,1.95
97,☆ DTwP-H-H-2VSAA-1-S3,DTwP-HepB+Hib - two vial set (active + active) - 1 dose - [S3],254,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB+Hib,LG Chem Ltd,Euforvac-Hib Inj,Lyophilised active component to be reconstituted with liquid active component before use,Two vial set (active + active),1,36,thiomersal,Intramuscular,2-8°C,Current,14,NA,0.029070,0.029070,0.149770,Yes,0.000000,0.000000,0.000000,,NA,,3,$2.83,2.828
100,☆ DTwP-H-H-2VSAA-2-S3,DTwP-HepB+Hib - two vial set (active + active) - 2 doses - [S3],255,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB+Hib,LG Chem Ltd,Euforvac-Hib Inj.,Lyophilised active component to be reconstituted with liquid active component before use,Two vial set (active + active),2,36,thiomersal,Intramuscular,2-8°C,Current,14,0,0.029080,0.029080,0.149760,Yes,0.000000,0.000000,0.000000,,NA,,3,$3.90,1.95
101,☆ DTwP-H-H-V+A-1-S3,DTwP-HepB+Hib - vial + ampoule - 1 dose - [S3],194,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB+Hib,Serum Institute of India Pvt. Ltd.,"Diphtheria, Tetanus, Pertussis, Hepatitis B and Haemophilus influenzae type b Conjugate Vaccine",Lyophilised active component to be reconstituted with liquid active component before use,Vial + Ampoule,1,24,thiomersal,Intramuscular,2-8°C,Current,14,NA,0.033270,0.033270,0.147600,0,0.000000,0.000000,0.000000,,NA,,3,$2.83,2.828
103,☆ DTwP-H-H-V+A-2-S3,DTwP-HepB+Hib - vial + ampoule - 2 doses - [S3],203,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB+Hib,Serum Institute of India Pvt. Ltd.,"Diphtheria, Tetanus, Pertussis, Hepatitis B and Haemophilus influenzae type b Conjugate Vaccine",Lyophilised active component to be reconstituted with liquid active component before use,Vial + Ampoule,2,24,thiomersal,Intramuscular,2-8°C,Current,14,0,0.022300,0.022300,0.295200,0,0.000000,0.000000,0.000000,,NA,,3,$3.90,1.95
102,☆ DTwP-H-H-V+A-10-S3,DTwP-HepB+Hib - vial + ampoule - 10 doses - [S3],204,Diphtheria-Tetanus-Pertussis (whole cell)-Hepatitis B-Haemophilus influenzae type b,DTwP-HepB+Hib,Serum Institute of India Pvt. Ltd.,"Diphtheria, Tetanus, Pertussis, Hepatitis B and Haemophilus influenzae type b Conjugate Vaccine",Lyophilised active component to be reconstituted with liquid active component before use,Vial + Ampoule,10,24,thiomersal,Intramuscular,2-8°C,Current,14,0,0.021100,0.021100,1.968000,0,0.000000,0.000000,0.000000,,NA,,3,$17.30,1.73
104,☆ DTwP-HIB-2VSAA-10-S3,DTwP+Hib - two vial set (active + active) - 10 doses - [S3],96,Diphtheria-Tetanus-Pertussis (whole cell)-Haemophilus influenzae type b,DTwP+Hib,Sanofi Pasteur SA,TETRAct-HIB,Lyophilised active component to be reconstituted with liquid active component before use,Two vial set (active + active),10,36,thiomersal,Intramuscular,2-8°C,Current,none,0,0.123900,0.123900,0.123900,0,0.000000,0.000000,0.000000,,NA,,3,$32.32,3.232
105,☆ DTwP-HIB-V+A-1-S3,DTwP+Hib - vial + ampoule - 1 dose - [S3],97,Diphtheria-Tetanus-Pertussis (whole cell)-Haemophilus influenzae type b,DTwP+Hib,Sanofi Pasteur SA,TETRAct-HIB,Lyophilised active component to be reconstituted with liquid active component before use,Vial + Ampoule,1,36,thiomersal,Intramuscular,2-8°C,Current: No Routine Production,none,NA,0.044720,0.044720,0.044720,0,0.000000,0.000000,0.000000,,NA,,3,$3.69,3.687
106,☆ DTwP-HIB-V+A-1-S3,DTwP+Hib - vial + ampoule - 1 dose - [S3],216,Diphtheria-Tetanus-Pertussis (whole cell)-Haemophilus influenzae type b,DTwP+Hib,Serum Institute of India Pvt. Ltd.,"Diphtheria, Tetanus, Pertussis and Haemophilus influenzae type b Conjugate Vaccine",Lyophilised active component to be reconstituted with liquid active component before use,Vial + Ampoule,1,24,thiomersal,Intramuscular,2-8°C,Current,14,NA,0.021090,0.021090,0.147600,0,0.012200,0.012200,0.000000,,NA,,3,$3.69,3.687
107,☆ E-A-V-1-S2,Ebola vaccine (Ad26.ZEBOV-GP [recombinant]) - vial - 1 dose - [S2],,Ebola vaccine (Ad26.ZEBOV-GP [recombinant]),Ebola-Vax (Ad26.ZEBOV-GP [recombinant]),"Janssen Vaccines, Branch of Cilag GmbH International",Zabdeno,Liquid: ready to use,Vial,1,48,none,Intramuscular,-70°C,Current,none,NA,0.024510,0.024510,0.025490,0,0.000000,0.000000,0.000000,NA,NA,,2,#N/A,#N/A
108,☆ E-M-V-1-S2,Ebola vaccine (MVA-BN-Filo [recombinant]) - vial - 1 dose - [S2],,Ebola vaccine (MVA-BN-Filo [recombinant]),Ebola-Vax (MVA-BN-Filo [recombinant]),"Janssen Vaccines, Branch of Cilag GmbH International",Mvabea,Liquid: ready to use,Vial,1,48,none,Intramuscular,-70°C,Current,none,NA,0.024510,0.024510,0.025490,0,0.000000,0.000000,0.000000,NA,NA,,2,#N/A,#N/A
109,☆ E-R-V-1-S1,"Ebola Zaire (rVSV∆G-ZEBOV-GP, live attenuated) - vial - 1 dose - [S1]",346,"Ebola Zaire (rVSV∆G-ZEBOV-GP, live attenuated)","Ebola-Vax (rVSV∆G-ZEBOV-GP, live attenuated)",Merck Vaccines,ERVEBO,Liquid: ready to use,Vial,1,36,none,Intramuscular,-70°C,Current,none,NA,0.016420,0.016420,0.249010,0,0.000000,0.000000,0.000000,NA,NA,,1,$63.00,63
113,☆ H1N1-V-1-S1,"Influenza, pandemic H1N1 - vial - 1 dose - [S1]",208,"Influenza, pandemic H1N1",H1N1,Green Cross Corporation,Green Flu-S,Liquid: ready to use,Vial,1,12,none,Intramuscular,2-8°C,Current,none,NA,0.034370,0.034370,0.290180,0,0.000000,0.000000,0.000000,,NA,,1,#N/A,#N/A
110,☆ H1N1-S-1-S1,"Influenza, pandemic H1N1 - sprayer - 1 dose - [S1]",209,"Influenza, pandemic H1N1",H1N1,MedImmune,Influenza A (H1N1) 2009 monovalent vaccine,Liquid: ready to use,Sprayer,1,4.2,none,Intranasal,2-8°C,Current,none,NA,0.065280,0.065280,0.086960,0,0.000000,0.000000,0.000000,,NA,,1,#N/A,#N/A
118,☆ H1N1-V-10-S1,"Influenza, pandemic H1N1 - vial - 10 doses - [S1]",213,"Influenza, pandemic H1N1",H1N1,Sanofi Pasteur SA,Panenza,Liquid: ready to use,Vial,10,12,thiomersal,Intramuscular,2-8°C,Current,none,0,0.023100,0.023100,0.030600,0,0.000000,0.000000,0.000000,,NA,,1,#N/A,#N/A
114,☆ H1N1-V-1-S1,"Influenza, pandemic H1N1 - vial - 1 dose - [S1]",214,"Influenza, pandemic H1N1",H1N1,Sanofi Pasteur-USA,Influenza A (H1N1) 2009 monovalent vaccine,Liquid: ready to use,Vial,1,12,none,Intramuscular,2-8°C,Current,none,NA,0.018360,0.018360,0.022390,0,0.000000,0.000000,0.000000,,NA,,1,#N/A,#N/A
119,☆ H1N1-V-10-S1,"Influenza, pandemic H1N1 - vial - 10 doses - [S1]",215,"Influenza, pandemic H1N1",H1N1,Sanofi Pasteur-USA,Influenza A (H1N1) 2009 monovalent vaccine,Liquid: ready to use,Vial,10,12,thiomersal,Intramuscular,2-8°C,Current,none,0,0.060000,0.060000,0.086200,0,0.000000,0.000000,0.000000,,NA,,1,#N/A,#N/A
120,☆ H1N1-V-17-S1,"Influenza, pandemic H1N1 - vial - 17 doses - [S1]",210,"Influenza, pandemic H1N1",H1N1,Seqirus GmbH,Celtura,Liquid: ready to use,Vial,17,6,thiomersal,Intramuscular,2-8°C,Current,none,28,0.022780,0.022780,0.156230,0,0.000000,0.000000,0.000000,,NA,,1,#N/A,#N/A
115,☆ H1N1-V-10-S1,"Influenza, pandemic H1N1 - vial - 10 doses - [S1]",205,"Influenza, pandemic H1N1",H1N1,Seqirus Limited,Panvax,Liquid: ready to use,Vial,10,12,thiomersal,Intramuscular or deep subcutaneous,2-8°C,Current,none,28,0.030800,0.030800,0.040000,0,0.000000,0.000000,0.000000,,NA,,1,$44.00,4.4
117,☆ H1N1-V-10-S1,"Influenza, pandemic H1N1 - vial - 10 doses - [S1]",212,"Influenza, pandemic H1N1",H1N1,Seqirus Vaccines Limited,Fluvirin-H1N1,Liquid: ready to use,Vial,10,6,thiomersal,Intramuscular,2-8°C,Current,none,0,0.533000,0.533000,0.059900,0,0.000000,0.000000,0.000000,,NA,,1,$44.00,4.4
116,☆ H1N1-V-10-S1,"Influenza, pandemic H1N1 - vial - 10 doses - [S1]",211,"Influenza, pandemic H1N1",H1N1,Seqirus Vaccines Limited,Focetria,Liquid: ready to use,Vial,10,12,thiomersal,Intramuscular,2-8°C,Current,none,0,0.023600,0.023600,0.029600,0,0.000000,0.000000,0.000000,,NA,,1,$44.00,4.4
111,☆ H1N1-V+A-1-S1,"Influenza, pandemic H1N1 - vial + ampoule - 1 dose - [S1]",257,"Influenza, pandemic H1N1",H1N1,Serum Institute of India Pvt. Ltd.,"NASOVAC Influenza Vaccine, Live Attenuated (Human) Freeze-Dried",Lyophilised active component to be reconstituted with excipient diluent before use,Vial + Ampoule,1,0,none,Intranasal,2-8°C,Current,2,NA,0.017580,0.017580,0.098400,No,0.016700,0.016700,0.018700,,2-8°C,,1,$44.00,44
112,☆ H1N1-V+A-5-S1,"Influenza, pandemic H1N1 - vial + ampoule - 5 doses - [S1]",258,"Influenza, pandemic H1N1",H1N1,Serum Institute of India Pvt. Ltd.,"NASOVAC Influenza Vaccine, Live Attenuated (Human) Freeze-Dried",Lyophilised active component to be reconstituted with excipient diluent before use,Vial + Ampoule,5,0,none,Intranasal,2-8°C,Current,2,0,0.017600,0.017600,0.098400,No,0.017500,0.017500,0.024000,,2-8°C,,1,$44.00,8.8
121,☆ HepA-V-1-S1,Hepatitis A (inactivated) - vial - 1 dose - [S1],264,Hepatitis A (inactivated),HepA,GlaxoSmithKline Biologicals SA,Havrix 1440 Adult,Liquid: ready to use,Vial,1,36,none,Intramuscular,2-8°C,Current,30,NA,0.011500,0.011500,0.015230,0,0.000000,0.000000,0.000000,,NA,,1,$0.38,0.38
122,☆ HepA-V-1-S1,Hepatitis A (inactivated) - vial - 1 dose - [S1],265,Hepatitis A (inactivated),HepA,GlaxoSmithKline Biologicals SA,Havrix 720 Junior,Liquid: ready to use,Vial,1,36,none,Intramuscular,2-8°C,Current,30,NA,0.011500,0.011500,0.015230,0,0.000000,0.000000,0.000000,,NA,,1,$0.38,0.38
126,☆ HepB-V-1-S3,Hepatitis B - vial - 1 dose - [S3],23,Hepatitis B,HepB,Centro de Ingenieria Genetica y Biotecnologia,Heberbiovac HB,Liquid: ready to use,Vial,1,48,thiomersal,Intramuscular,2-8°C,Current,30,NA,0.002760,0.002760,0.002760,0,0.000000,0.000000,0.000000,,NA,,3,$0.38,0.38
131,☆ HepB-V-10-S3,Hepatitis B - vial - 10 doses - [S3],24,Hepatitis B,HepB,Centro de Ingenieria Genetica y Biotecnologia,Heberbiovac HB,Liquid: ready to use,Vial,10,48,thiomersal,Intramuscular,2-8°C,Current,30,28,0.027600,0.027600,0.027600,0,0.000000,0.000000,0.000000,,NA,,3,$1.67,0.167
127,☆ HepB-V-1-S3,Hepatitis B - vial - 1 dose - [S3],38,Hepatitis B,HepB,GlaxoSmithKline Biologicals SA,Engerix,Liquid: ready to use,Vial,1,24,none,Intramuscular,2-8°C,Current,none,NA,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,,NA,,3,$0.38,0.38
132,☆ HepB-V-10-S3,Hepatitis B - vial - 10 doses - [S3],39,Hepatitis B,HepB,GlaxoSmithKline Biologicals SA,Engerix,Liquid: ready to use,Vial,10,24,thiomersal,Intramuscular,2-8°C,Current,none,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,,NA,,3,$1.67,0.167
139,☆ HepB-V-20-S3,Hepatitis B - vial - 20 doses - [S3],40,Hepatitis B,HepB,GlaxoSmithKline Biologicals SA,Engerix,Liquid: ready to use,Vial,20,24,thiomersal,Intramuscular,2-8°C,Current,none,28,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,,NA,,3,$3.64,0.182
